StockCode,description,gross_revenue,units,orders,customers,returns_value,returns_units,reversal_value,net_revenue,return_rate_pct,return_rate_adj_pct,avg_unit_price,cum_share_pct,rank
84997A,CHILDRENS CUTLERY POLKADOT GREEN,10812.62,2679,325,143,49.95,13.0,0.0,10762.67,0.46,0.46,4.04,45.12,197
71459,HANGING JAM JAR T-LIGHT HOLDER,10858.89,13605,440,226,105.88,129.0,0.0,10753.01,0.98,0.98,0.8,45.23,198
22988,SOLDIERS EGG CUP,10858.31,9073,418,197,132.78,112.0,60.0,10725.53,1.22,0.67,1.2,45.34,199
22617,BAKING SET SPACEBOY DESIGN,10745.05,2209,464,296,142.15,29.0,0.0,10602.9,1.32,1.32,4.86,45.44,200
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,10910.61,1359,261,170,307.95,41.0,0.0,10602.66,2.82,2.82,8.03,45.55,201
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,10610.04,3261,422,278,86.7,30.0,0.0,10523.34,0.82,0.82,3.25,45.66,202
21791,VINTAGE HEADS AND TAILS CARD GAME,10504.4,7864,607,342,45.0,36.0,0.0,10459.4,0.43,0.43,1.34,45.77,203
21891,TRADITIONAL WOODEN SKIPPING ROPE,10504.85,8130,425,264,59.32,46.0,17.4,10445.53,0.56,0.4,1.29,45.87,204
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,10487.05,16401,621,318,44.85,69.0,10.4,10442.2,0.43,0.33,0.64,45.98,205
47590A,BLUE HAPPY BIRTHDAY BUNTING,10491.75,1990,390,228,114.8,24.0,0.0,10376.95,1.09,1.09,5.27,46.09,206
22570,FELTCRAFT CUSHION RABBIT,11204.97,3086,386,202,832.35,245.0,0.0,10372.62,7.43,7.43,3.63,46.19,207
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,668,305,109.85,73.0,16.5,10332.06,1.05,0.9,1.66,46.3,208
21914,BLUE HARMONICA IN BOX,10339.81,7876,603,306,45.0,36.0,0.0,10294.81,0.44,0.44,1.31,46.4,209
22846,BREAD BIN DINER STYLE RED,10676.62,665,278,158,416.7,26.0,16.95,10259.92,3.9,3.75,16.06,46.51,210
48173C,DOORMAT BLACK FLOCK,10253.61,1814,195,105,40.95,5.0,0.0,10212.66,0.4,0.4,5.65,46.61,211
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,10229.77,8652,347,177,38.29,32.0,0.0,10191.48,0.37,0.37,1.18,46.72,212
22970,LONDON BUS COFFEE MUG,10140.6,4334,317,180,33.6,16.0,0.0,10107.0,0.33,0.33,2.34,46.82,213
22169,FAMILY ALBUM WHITE PICTURE FRAME,10345.76,1197,372,165,257.55,32.0,0.0,10088.21,2.49,2.49,8.64,46.92,214
23170,REGENCY TEA PLATE ROSES,11097.25,6857,445,224,1046.3,718.0,69.6,10050.95,9.43,8.86,1.62,47.03,215
22621,TRADITIONAL KNITTING NANCY,10053.65,6148,609,366,64.75,51.0,60.0,9988.9,0.64,0.05,1.64,47.13,216
23582,VINTAGE DOILY JUMBO BAG RED,10206.41,4802,259,186,222.68,121.0,179.0,9983.73,2.18,0.44,2.13,47.23,217
22633,HAND WARMER UNION JACK,10023.72,4851,479,300,54.6,26.0,25.2,9969.12,0.54,0.29,2.07,47.33,218
20679,EDWARDIAN PARASOL RED,10021.42,1710,326,141,53.55,9.0,0.0,9967.87,0.53,0.53,5.86,47.44,219
22556,PLASTERS IN TIN CIRCUS PARADE,10061.86,6113,571,305,108.9,66.0,0.0,9952.96,1.08,1.08,1.65,47.54,220
21218,RED SPOTTY BISCUIT TIN,10116.49,2433,394,130,165.25,49.0,0.0,9951.24,1.63,1.63,4.16,47.64,221
23171,REGENCY TEA PLATE GREEN,10051.99,6247,381,195,146.25,97.0,69.6,9905.74,1.45,0.77,1.61,47.74,222
23076,ICE CREAM SUNDAE LIP GLOSS,9935.76,8076,277,202,35.0,28.0,30.0,9900.76,0.35,0.05,1.23,47.84,223
22690,DOORMAT HOME SWEET HOME BLUE,9943.7,1619,285,198,48.3,6.0,0.0,9895.4,0.49,0.49,6.14,47.94,224
22619,SET OF 6 SOLDIER SKITTLES,9895.04,2480,443,250,15.0,4.0,0.0,9880.04,0.15,0.15,3.99,48.04,225
22555,PLASTERS IN TIN STRONGMAN,9841.83,6010,515,294,34.65,21.0,0.0,9807.18,0.35,0.35,1.64,48.14,226
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,9735.38,3933,573,233,35.25,14.0,0.0,9700.13,0.36,0.36,2.48,48.24,227
22654,DELUXE SEWING KIT,9893.0,1411,328,157,193.35,33.0,35.7,9699.65,1.95,1.6,7.01,48.34,228
22791,T-LIGHT GLASS FLUTED ANTIQUE,9873.88,7955,345,184,192.75,177.0,0.0,9681.13,1.95,1.95,1.24,48.44,229
22766,PHOTO FRAME CORNICE,9755.09,3267,504,278,156.35,53.0,0.0,9598.74,1.6,1.6,2.99,48.54,230
22560,TRADITIONAL MODELLING CLAY,9572.32,8144,389,229,1.06,1.0,0.0,9571.26,0.01,0.01,1.18,48.64,231
22144,CHRISTMAS CRAFT LITTLE FRIENDS,9662.28,4073,544,319,92.4,44.0,0.0,9569.88,0.96,0.96,2.37,48.74,232
21314,SMALL GLASS HEART TRINKET POT,9798.98,4246,541,215,270.15,139.0,18.5,9528.83,2.76,2.57,2.31,48.83,233
22569,FELTCRAFT CUSHION BUTTERFLY,10110.83,2759,348,192,658.38,194.0,0.0,9452.45,6.51,6.51,3.66,48.93,234
22844,VINTAGE CREAM DOG FOOD CONTAINER,9661.32,1003,416,176,227.8,28.0,42.5,9433.52,2.36,1.93,9.63,49.03,235
21174,POTTERING IN THE SHED METAL SIGN,9405.76,4175,538,225,0.0,0.0,0.0,9405.76,0.0,0.0,2.25,49.12,236
35970,ZINC FOLKART SLEIGH BELLS,9512.73,5050,456,270,121.17,73.0,0.0,9391.56,1.27,1.27,1.88,49.22,237
22952,60 CAKE CASES VINTAGE CHRISTMAS,9512.07,16056,619,343,140.4,312.0,100.8,9371.67,1.48,0.42,0.59,49.32,238
85150,LADIES & GENTLEMEN METAL SIGN,9383.43,4037,478,196,12.3,5.0,0.0,9371.13,0.13,0.13,2.32,49.41,239
23175,REGENCY MILK JUG PINK,9587.15,3160,329,206,225.5,80.0,132.0,9361.65,2.35,0.99,3.03,49.51,240
84375,SET OF 20 KIDS COOKIE CUTTERS,9383.15,4311,517,290,27.3,13.0,0.0,9355.85,0.29,0.29,2.18,49.6,241
22561,WOODEN SCHOOL COLOURING SET,9741.57,5883,433,288,405.0,276.0,0.0,9336.57,4.16,4.16,1.66,49.7,242
22978,PANTRY ROLLING PIN,9564.98,2464,238,153,272.61,75.0,81.36,9292.37,2.85,2.02,3.88,49.79,243
22191,IVORY DINER WALL CLOCK,11911.65,1445,415,239,2653.7,344.0,0.0,9257.95,22.28,22.28,8.24,49.89,244
47566B,TEA TIME PARTY BUNTING,12926.42,2578,467,192,3692.95,1424.0,187.5,9233.47,28.57,27.52,5.01,49.98,245
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,9216.16,2362,449,275,0.0,0.0,0.0,9216.16,0.0,0.0,3.9,50.08,246
22456,NATURAL SLATE CHALKBOARD LARGE,9534.67,1727,476,220,326.8,68.0,29.7,9207.87,3.43,3.13,5.52,50.17,247
22966,GINGERBREAD MAN COOKIE CUTTER,9202.15,7440,670,388,6.25,5.0,0.0,9195.9,0.07,0.07,1.24,50.27,248
22992,REVOLVER WOODEN RULER,10373.99,5233,348,217,1193.4,716.0,35.1,9180.59,11.5,11.2,1.98,50.36,249
20972,PINK CREAM FELT CRAFT TRINKET BOX,9128.06,7337,616,312,30.0,24.0,0.0,9098.06,0.33,0.33,1.24,50.45,250
84991,60 TEATIME FAIRY CAKE CASES,9169.97,18189,828,414,95.7,174.0,26.4,9074.27,1.04,0.76,0.5,50.55,251
48116,DOORMAT MULTICOLOUR STRIPE,9080.68,1491,201,88,24.15,3.0,0.0,9056.53,0.27,0.27,6.09,50.64,252
23080,RED METAL BOX TOP SECRET,9117.62,1074,257,148,90.75,11.0,0.0,9026.87,1.0,1.0,8.49,50.73,253
22759,SET OF 3 NOTEBOOKS IN PARCEL,9027.44,5435,422,253,39.6,24.0,0.0,8987.84,0.44,0.44,1.66,50.82,254
23319,BOX OF 6 MINI 50'S CRACKERS,9219.53,3720,403,300,244.97,116.0,99.84,8974.56,2.66,1.59,2.48,50.91,255
22729,ALARM CLOCK BAKELIKE ORANGE,9068.95,2323,445,179,115.89,31.0,18.75,8953.06,1.28,1.07,3.9,51.01,256
22632,HAND WARMER RED RETROSPOT,8982.83,4468,392,260,59.15,29.0,0.0,8923.68,0.66,0.66,2.01,51.1,257
22989,SET 2 PANTRY DESIGN TEA TOWELS,8999.27,2811,372,241,78.0,24.0,0.0,8921.27,0.87,0.87,3.2,51.19,258
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,8930.44,6539,441,168,37.5,30.0,0.0,8892.94,0.42,0.42,1.37,51.28,259
23439,HAND WARMER RED LOVE HEART,8855.51,3986,397,268,0.0,0.0,0.0,8855.51,0.0,0.0,2.22,51.37,260
82582,AREA PATROLLED METAL SIGN,8858.79,4365,437,176,39.9,19.0,0.0,8818.89,0.45,0.45,2.03,51.46,261
21889,WOODEN BOX OF DOMINOES,8847.29,6390,587,336,32.5,26.0,30.0,8814.79,0.37,0.03,1.38,51.55,262
23318,BOX OF 6 MINI VINTAGE CRACKERS,9162.41,3809,376,270,368.71,168.0,249.48,8793.7,4.02,1.34,2.41,51.64,263
21155,RED RETROSPOT PEG BAG,9296.3,3155,485,205,510.6,238.0,0.0,8785.7,5.49,5.49,2.95,51.73,264
23322,LARGE WHITE HEART OF WICKER,8878.21,3069,562,350,169.85,63.0,102.0,8708.36,1.91,0.77,2.89,51.82,265
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,8744.43,10545,347,208,97.46,103.0,0.0,8646.97,1.11,1.11,0.83,51.91,266
22947,WOODEN ADVENT CALENDAR RED,8714.24,746,137,81,72.92,6.0,0.0,8641.32,0.84,0.84,11.68,52.0,267
22652,TRAVEL SEWING KIT,8612.07,5091,467,263,24.75,15.0,0.0,8587.32,0.29,0.29,1.69,52.08,268
23534,WALL ART STOP FOR TEA,8608.9,1387,260,159,41.65,7.0,0.0,8567.25,0.48,0.48,6.21,52.17,269
23078,ICE CREAM PEN LIP GLOSS,8553.34,6831,257,159,60.0,48.0,30.0,8493.34,0.7,0.35,1.25,52.26,270
22795,SWEETHEART RECIPE BOOK STAND,8571.25,1211,368,170,78.45,17.0,0.0,8492.8,0.92,0.92,7.08,52.35,271
22273,FELTCRAFT DOLL MOLLY,12001.59,4509,331,211,3512.65,1447.0,0.0,8488.94,29.27,29.27,2.66,52.43,272
23493,VINTAGE DOILY TRAVEL SEWING KIT,8497.98,3964,415,282,11.4,6.0,0.0,8486.58,0.13,0.13,2.14,52.52,273
23082,SET 6 PAPER TABLE LANTERN HEARTS,8558.76,2328,297,205,103.16,28.0,0.0,8455.6,1.21,1.21,3.68,52.61,274
23535,WALL ART BICYCLE SAFETY,8440.24,1324,215,135,5.95,1.0,0.0,8434.29,0.07,0.07,6.37,52.69,275
84378,SET OF 3 HEART COOKIE CUTTERS,8518.4,6332,685,376,90.0,72.0,0.0,8428.4,1.06,1.06,1.35,52.78,276
21213,PACK OF 72 SKULL CAKE CASES,8414.59,15169,663,295,26.4,48.0,26.4,8388.19,0.31,0.0,0.55,52.86,277
23321,SMALL WHITE HEART OF WICKER,8438.54,4716,629,378,64.35,39.0,0.0,8374.19,0.76,0.76,1.79,52.95,278
21484,CHICK GREY HOT WATER BOTTLE,8495.42,1871,402,205,147.6,48.0,0.0,8347.82,1.74,1.74,4.54,53.04,279
23256,CHILDRENS CUTLERY SPACEBOY,8667.07,2113,368,232,338.0,88.0,20.75,8329.07,3.9,3.67,4.1,53.12,280
71053,WHITE METAL LANTERN,8419.32,1944,333,149,139.77,39.0,0.0,8279.55,1.66,1.66,4.33,53.21,281
21210,SET OF 72 RETROSPOT PAPER  DOILIES,8368.39,5808,453,244,173.65,133.0,1.45,8194.74,2.08,2.06,1.44,53.29,282
72741,GRAND CHOCOLATECANDLE,8196.0,5958,292,195,36.25,25.0,0.0,8159.75,0.44,0.44,1.38,53.37,283
84970S,HANGING HEART ZINC T-LIGHT HOLDER,8146.8,9117,603,271,20.2,25.0,0.0,8126.6,0.25,0.25,0.89,53.46,284
22838,3 TIER CAKE TIN RED AND CREAM,9765.11,689,168,115,1671.6,128.0,0.0,8093.51,17.12,17.12,14.17,53.54,285
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,8153.56,5799,688,325,98.75,75.0,2.5,8054.81,1.21,1.18,1.41,53.62,286
22192,BLUE DINER WALL CLOCK,8189.29,954,365,179,168.3,21.0,91.8,8020.99,2.06,0.94,8.58,53.7,287
21035,SET/2 RED RETROSPOT TEA TOWELS,8536.85,2599,394,151,550.0,200.0,550.0,7986.85,6.44,0.0,3.28,53.79,288
22725,ALARM CLOCK BAKELIKE CHOCOLATE,8153.6,1980,428,171,180.0,48.0,15.0,7973.6,2.21,2.03,4.12,53.87,289
22616,PACK OF 12 LONDON TISSUES,7975.98,26119,512,195,8.16,24.0,4.68,7967.82,0.1,0.04,0.31,53.95,290
21121,SET/10 RED POLKADOT PARTY CANDLES,7998.85,6606,379,238,90.0,72.0,0.0,7908.85,1.13,1.13,1.21,54.03,291
22768,FAMILY PHOTO FRAME CORNICE,8258.59,867,260,184,355.3,36.0,0.0,7903.29,4.3,4.3,9.53,54.11,292
21770,OPEN CLOSED METAL SIGN,7923.93,1638,388,263,29.7,6.0,29.7,7894.23,0.37,0.0,4.84,54.19,293
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,8041.18,8976,610,368,195.19,259.0,138.24,7845.99,2.43,0.72,0.9,54.27,294
22352,LUNCH BOX WITH CUTLERY RETROSPOT,7860.97,3088,482,185,40.8,16.0,15.3,7820.17,0.52,0.33,2.55,54.35,295
22667,RECIPE BOX RETROSPOT,8045.1,2882,464,233,225.35,81.0,0.0,7819.75,2.8,2.8,2.79,54.43,296
22940,FELTCRAFT CHRISTMAS FAIRY,7890.25,1915,321,240,99.5,34.0,17.0,7790.75,1.26,1.05,4.12,54.51,297
21136,PAINTED METAL PEARS ASSORTED,7793.14,4687,370,259,15.21,9.0,13.52,7777.93,0.2,0.02,1.66,54.59,298
22557,PLASTERS IN TIN VINTAGE PAISLEY,7762.24,4712,566,315,44.55,27.0,0.0,7717.69,0.57,0.57,1.65,54.67,299
23238,SET OF 4 KNICK KNACK TINS LONDON,7771.61,1849,274,150,65.6,16.0,0.0,7706.01,0.84,0.84,4.2,54.75,300
21908,CHOCOLATE THIS WAY METAL SIGN,7752.22,3771,468,220,54.6,26.0,25.2,7697.62,0.7,0.38,2.06,54.83,301
48111,DOORMAT 3 SMILEY CATS,7708.48,1172,233,111,15.9,2.0,0.0,7692.58,0.21,0.21,6.58,54.91,302
22487,WHITE WOOD GARDEN PLANT LADDER,7909.28,784,429,278,232.8,25.0,19.9,7676.48,2.94,2.7,10.09,54.98,303
22968,ROSE COTTAGE KEEPSAKE BOX,7851.98,794,189,118,188.85,20.0,0.0,7663.13,2.41,2.41,9.89,55.06,304
22804,CANDLEHOLDER PINK HANGING HEART,8102.95,3131,474,252,455.2,176.0,425.7,7647.75,5.62,0.38,2.59,55.14,305
23007,SPACEBOY BABY GIFT SET,7741.75,498,184,110,101.7,6.0,0.0,7640.05,1.31,1.31,15.55,55.22,306
23204,CHARLOTTE BAG APPLES DESIGN,7741.94,7976,583,199,138.34,186.0,76.25,7603.6,1.79,0.81,0.97,55.3,307
21955,DOORMAT UNION JACK GUNS AND ROSES,7580.82,1228,206,108,0.0,0.0,0.0,7580.82,0.0,0.0,6.17,55.37,308
22147,FELTCRAFT BUTTERFLY HEARTS,8621.14,6226,481,287,1103.65,877.0,1.45,7517.49,12.8,12.79,1.38,55.45,309
22585,PACK OF 6 BIRDY GIFT TAGS,7547.89,6221,395,241,56.25,45.0,0.0,7491.64,0.75,0.75,1.21,55.53,310
84406B,CREAM CUPID HEARTS COAT HANGER,7653.17,2015,284,133,162.5,42.0,99.6,7490.67,2.12,0.83,3.8,55.6,311
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7767.8,2444,493,210,279.77,101.0,176.0,7488.03,3.6,1.37,3.18,55.68,312
22750,FELTCRAFT PRINCESS LOLA DOLL,7491.83,2001,413,247,22.5,6.0,0.0,7469.33,0.3,0.3,3.74,55.76,313
22367,CHILDRENS APRON SPACEBOY DESIGN,7508.58,3749,550,298,68.25,35.0,15.6,7440.33,0.91,0.7,2.0,55.83,314
21231,SWEETHEART CERAMIC TRINKET BOX,7617.28,6054,509,215,188.08,157.0,15.0,7429.2,2.47,2.28,1.26,55.91,315
22627,MINT KITCHEN SCALES,7521.89,852,357,193,117.21,15.0,17.0,7404.68,1.56,1.34,8.83,55.99,316
21668,RED STRIPE CERAMIC DRAWER KNOB,7481.16,5494,437,169,102.67,84.0,0.0,7378.49,1.37,1.37,1.36,56.06,317
22381,TOY TIDY PINK POLKADOT,7433.74,3439,469,133,56.45,27.0,21.0,7377.29,0.76,0.48,2.16,56.14,318
84836,ZINC METAL HEART DECORATION,7418.07,5937,535,311,43.75,35.0,0.0,7374.32,0.59,0.59,1.25,56.21,319
22741,FUNKY DIVA PEN,7363.86,8547,233,107,43.35,51.0,40.8,7320.51,0.59,0.03,0.86,56.29,320
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,7356.18,1875,220,136,63.75,17.0,0.0,7292.43,0.87,0.87,3.92,56.36,321
84030E,ENGLISH ROSE HOT WATER BOTTLE,7292.45,1605,375,198,12.75,3.0,0.0,7279.7,0.17,0.17,4.54,56.44,322
21169,YOU'RE CONFUSING ME METAL SIGN,7301.77,4413,450,191,29.22,18.0,0.0,7272.55,0.4,0.4,1.65,56.51,323
84949,SILVER HANGING T-LIGHT HOLDER,7622.64,4789,290,165,412.35,263.0,0.0,7210.29,5.41,5.41,1.59,56.58,324
22631,CIRCUS PARADE LUNCH BOX,7199.57,3677,396,168,64.35,33.0,0.0,7135.22,0.89,0.89,1.96,56.66,325
22485,SET OF 2 WOODEN MARKET CRATES,7190.35,526,208,142,76.5,6.0,0.0,7113.85,1.06,1.06,13.67,56.73,326
22505,MEMO BOARD COTTAGE DESIGN,7084.42,1457,311,186,24.75,5.0,0.0,7059.67,0.35,0.35,4.86,56.8,327
21912,VINTAGE SNAKES & LADDERS,7047.7,1786,396,201,0.0,0.0,0.0,7047.7,0.0,0.0,3.95,56.87,328
22179,SET 10 NIGHT OWL LIGHTS,7226.2,966,289,98,178.95,29.0,0.0,7047.25,2.48,2.48,7.48,56.95,329
23083,SET 6 PAPER TABLE LANTERN STARS,7250.9,1932,246,161,214.17,63.0,0.0,7036.73,2.95,2.95,3.75,57.02,330
22663,JUMBO BAG DOLLY GIRL DESIGN,7051.2,3419,450,171,21.45,11.0,0.0,7029.75,0.3,0.3,2.06,57.09,331
23320,GIANT 50'S CHRISTMAS CRACKER,7053.57,2661,333,260,37.57,13.0,34.68,7016.0,0.53,0.04,2.65,57.16,332
23543,WALL ART KEEP CALM,7010.76,1236,103,81,0.0,0.0,0.0,7010.76,0.0,0.0,5.67,57.23,333
21258,VICTORIAN SEWING BOX LARGE,7674.8,532,163,61,679.75,61.0,0.0,6995.05,8.86,8.86,14.43,57.31,334
22553,PLASTERS IN TIN SKULLS,7132.12,4242,560,281,138.6,84.0,0.0,6993.52,1.94,1.94,1.68,57.38,335
21259,VICTORIAN SEWING BOX SMALL,7077.2,1179,285,133,92.2,16.0,0.0,6985.0,1.3,1.3,6.0,57.45,336
21669,BLUE STRIPE CERAMIC DRAWER KNOB,7091.15,5252,425,167,115.01,80.0,0.0,6976.14,1.62,1.62,1.35,57.52,337
22637,PIGGY BANK RETROSPOT,7111.18,2760,329,188,136.2,55.0,5.1,6974.98,1.92,1.84,2.58,57.59,338
23236,STORAGE TIN VINTAGE DOILY,7059.97,2493,327,203,95.37,33.0,2.89,6964.6,1.35,1.31,2.83,57.66,339
23293,SET OF 12 FAIRY CAKE BAKING CASES,6989.54,8471,552,323,26.56,32.0,8.3,6962.98,0.38,0.26,0.83,57.73,340
23283,DOORMAT VINTAGE LEAF,7003.38,994,233,146,57.45,7.0,0.0,6945.93,0.82,0.82,7.05,57.81,341
21922,UNION STRIPE WITH FRINGE  HAMMOCK,6944.36,898,208,113,0.0,0.0,0.0,6944.36,0.0,0.0,7.73,57.88,342
21094,SET/6 RED SPOTTY PAPER PLATES,6933.26,8758,527,179,0.0,0.0,0.0,6933.26,0.0,0.0,0.79,57.95,343
21165,BEWARE OF THE CAT METAL SIGN,6935.7,4154,449,178,20.28,12.0,0.0,6915.42,0.29,0.29,1.67,58.02,344
22333,RETROSPOT PARTY BAG + STICKER SET,7043.94,4492,317,167,135.3,82.0,13.2,6908.64,1.92,1.74,1.57,58.09,345
85014A,BLACK/BLUE POLKADOT UMBRELLA,6904.04,1181,292,183,35.7,6.0,0.0,6868.34,0.52,0.52,5.85,58.16,346
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6977.6,1068,265,142,118.65,19.0,78.15,6858.95,1.7,0.59,6.53,58.23,347
21326,AGED GLASS SILVER T-LIGHT HOLDER,6859.27,10535,340,168,13.65,21.0,0.0,6845.62,0.2,0.2,0.65,58.3,348
22767,TRIPLE PHOTO FRAME CORNICE,7173.55,774,218,152,348.25,35.0,0.0,6825.3,4.85,4.85,9.27,58.37,349
23215,JINGLE BELL HEART ANTIQUE SILVER,7038.4,3564,210,162,214.8,120.0,0.0,6823.6,3.05,3.05,1.97,58.44,350
23254,CHILDRENS CUTLERY DOLLY GIRL,6903.11,1703,299,204,83.0,20.0,20.75,6820.11,1.2,0.9,4.05,58.51,351
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,6830.5,6265,507,234,11.4,12.0,0.0,6819.1,0.17,0.17,1.09,58.58,352
21257,VICTORIAN SEWING BOX MEDIUM,6901.42,688,261,100,88.4,12.0,0.0,6813.02,1.28,1.28,10.03,58.65,353
23541,WALL ART CLASSIC PUDDINGS,6823.91,872,152,97,16.5,2.0,0.0,6807.41,0.24,0.24,7.83,58.72,354
22109,FULL ENGLISH BREAKFAST PLATE,6921.15,1640,296,100,114.39,33.0,0.0,6806.76,1.65,1.65,4.22,58.79,355
23103,JINGLE BELL HEART DECORATION,6846.16,4072,365,231,46.2,28.0,0.0,6799.96,0.67,0.67,1.68,58.86,356
22834,HAND WARMER BABUSHKA DESIGN,7105.33,4941,368,199,306.05,203.0,192.0,6799.28,4.31,1.65,1.44,58.93,357
22946,WOODEN ADVENT CALENDAR CREAM,7030.22,453,137,64,237.75,17.0,0.0,6792.47,3.38,3.38,15.52,59.0,358
22634,CHILDS BREAKFAST SET SPACEBOY,7161.3,763,222,155,381.85,41.0,39.8,6779.45,5.33,4.8,9.39,59.07,359
22839,3 TIER CAKE TIN GREEN AND CREAM,6981.67,445,201,107,209.3,14.0,0.0,6772.37,3.0,3.0,15.69,59.13,360
22620,4 TRADITIONAL SPINNING TOPS,6782.21,4889,483,260,12.9,10.0,0.0,6769.31,0.19,0.19,1.39,59.2,361
22294,HEART FILIGREE DOVE  SMALL,6805.08,5457,299,162,42.5,34.0,30.0,6762.58,0.62,0.18,1.25,59.27,362
23297,SET 40 HEART SHAPE PETIT FOUR CASES,6792.23,4303,161,123,42.9,26.0,29.7,6749.33,0.63,0.2,1.58,59.34,363
22840,ROUND CAKE TIN VINTAGE RED,6903.79,913,271,193,158.0,20.0,7.95,6745.79,2.29,2.18,7.56,59.41,364
21787,RAIN PONCHO RETROSPOT,7161.1,8875,243,115,420.0,528.0,306.0,6741.1,5.87,1.66,0.81,59.48,365
20969,RED FLORAL FELTCRAFT SHOULDER BAG,7229.43,1960,305,157,491.91,145.0,0.0,6737.52,6.8,6.8,3.69,59.55,366
47591D,PINK FAIRY CAKE CHILDRENS APRON,6724.69,3341,495,250,3.9,2.0,0.0,6720.79,0.06,0.06,2.01,59.62,367
22950,36 DOILIES VINTAGE CHRISTMAS,7131.55,5209,185,156,413.65,325.0,360.0,6717.9,5.8,0.79,1.37,59.69,368
23229,VINTAGE DONKEY TAIL GAME,6739.71,1869,256,186,40.89,11.0,3.75,6698.82,0.61,0.55,3.61,59.76,369
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6776.0,4992,409,159,77.55,59.0,0.0,6698.45,1.14,1.14,1.36,59.82,370
84988,SET OF 72 PINK HEART PAPER DOILIES,6671.25,4311,510,209,18.85,13.0,0.0,6652.4,0.28,0.28,1.55,59.89,371
23480,MINI LIGHTS WOODLAND MUSHROOMS,6719.14,1798,215,143,68.1,20.0,0.0,6651.04,1.01,1.01,3.74,59.96,372
82001S,VINYL RECORD FRAME SILVER,6660.33,1704,154,49,25.53,7.0,15.0,6634.8,0.38,0.16,3.91,60.03,373
75049L,LARGE CIRCULAR MIRROR MOBILE,6812.98,7102,205,71,204.2,228.0,0.0,6608.78,3.0,3.0,0.96,60.1,374
21888,BINGO SET,6659.54,1688,378,210,56.25,15.0,0.0,6603.29,0.84,0.84,3.95,60.16,375
23008,DOLLY GIRL BABY GIFT SET,6719.61,433,133,99,118.65,7.0,0.0,6600.96,1.77,1.77,15.52,60.23,376
23109,PACK OF SIX LED TEA LIGHTS,6835.02,2386,268,178,239.04,96.0,0.0,6595.98,3.5,3.5,2.86,60.3,377
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,6755.47,1355,209,128,165.5,34.0,29.7,6589.97,2.45,2.02,4.99,60.37,378
23247,BISCUIT TIN 50'S CHRISTMAS,6681.25,2194,309,231,118.54,46.0,0.0,6562.71,1.77,1.77,3.05,60.43,379
20718,RED RETROSPOT SHOPPER BAG,6604.29,4769,575,236,42.99,35.0,0.0,6561.3,0.65,0.65,1.38,60.5,380
22580,ADVENT CALENDAR GINGHAM SACK,6848.19,1311,246,126,314.95,61.0,0.0,6533.24,4.6,4.6,5.22,60.57,381
22668,PINK BABY BUNTING,6677.97,2179,345,162,157.0,60.0,0.0,6520.97,2.35,2.35,3.06,60.63,382
21533,RETROSPOT LARGE MILK JUG,6651.72,1351,339,209,147.9,32.0,0.0,6503.82,2.22,2.22,4.92,60.7,383
84992,72 SWEETHEART FAIRY CAKE CASES,6532.78,13319,615,325,62.14,130.0,26.4,6470.64,0.95,0.55,0.49,60.77,384
23311,VINTAGE CHRISTMAS STOCKING,6488.2,2390,344,246,38.25,15.0,0.0,6449.95,0.59,0.59,2.71,60.83,385
23553,LANDMARK FRAME CAMDEN TOWN,6444.65,568,68,50,0.0,0.0,0.0,6444.65,0.0,0.0,11.35,60.9,386
22508,DOORSTOP RETROSPOT HEART,6525.88,1594,296,177,82.5,22.0,0.0,6443.38,1.26,1.26,4.09,60.96,387
23134,LARGE ZINC HEART WALL ORGANISER,6431.11,1065,38,29,0.0,0.0,0.0,6431.11,0.0,0.0,6.04,61.03,388
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.79,2791,457,256,33.6,16.0,0.0,6430.19,0.52,0.52,2.32,61.1,389
21122,SET/10 PINK POLKADOT PARTY CANDLES,6488.54,5325,344,214,61.25,49.0,0.0,6427.29,0.94,0.94,1.22,61.16,390
23188,VINTAGE  2 METER FOLDING RULER,6447.77,3471,333,207,23.1,14.0,0.0,6424.67,0.36,0.36,1.86,61.23,391
22991,GIRAFFE WOODEN RULER,7604.89,3887,274,185,1185.9,714.0,11.7,6418.99,15.59,15.46,1.96,61.29,392
23571,TRADITIONAL NAUGHTS & CROSSES,6406.91,2841,257,195,0.0,0.0,0.0,6406.91,0.0,0.0,2.26,61.36,393
